index,emoji,name,group,sub_group,codepoints
2139,🏄🏿‍♀,woman surfing: dark skin tone,People & Body,person-sport,1F3C4 1F3FF 200D 2640
2140,🚣,person rowing boat,People & Body,person-sport,1F6A3
2141,🚣🏻,person rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB
2142,🚣🏼,person rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC
2143,🚣🏽,person rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD
2144,🚣🏾,person rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE
2145,🚣🏿,person rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF
2146,🚣‍♂️,man rowing boat,People & Body,person-sport,1F6A3 200D 2642 FE0F
2147,🚣‍♂,man rowing boat,People & Body,person-sport,1F6A3 200D 2642
2148,🚣🏻‍♂️,man rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2642 FE0F
2149,🚣🏻‍♂,man rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2642
2150,🚣🏼‍♂️,man rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2642 FE0F
2151,🚣🏼‍♂,man rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2642
2152,🚣🏽‍♂️,man rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2642 FE0F
2153,🚣🏽‍♂,man rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2642
2154,🚣🏾‍♂️,man rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2642 FE0F
2155,🚣🏾‍♂,man rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2642
2156,🚣🏿‍♂️,man rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2642 FE0F
2157,🚣🏿‍♂,man rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2642
2158,🚣‍♀️,woman rowing boat,People & Body,person-sport,1F6A3 200D 2640 FE0F
2159,🚣‍♀,woman rowing boat,People & Body,person-sport,1F6A3 200D 2640
2160,🚣🏻‍♀️,woman rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2640 FE0F
2161,🚣🏻‍♀,woman rowing boat: light skin tone,People & Body,person-sport,1F6A3 1F3FB 200D 2640
2162,🚣🏼‍♀️,woman rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2640 FE0F
2163,🚣🏼‍♀,woman rowing boat: medium-light skin tone,People & Body,person-sport,1F6A3 1F3FC 200D 2640
2164,🚣🏽‍♀️,woman rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2640 FE0F
2165,🚣🏽‍♀,woman rowing boat: medium skin tone,People & Body,person-sport,1F6A3 1F3FD 200D 2640
2166,🚣🏾‍♀️,woman rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2640 FE0F
2167,🚣🏾‍♀,woman rowing boat: medium-dark skin tone,People & Body,person-sport,1F6A3 1F3FE 200D 2640
2168,🚣🏿‍♀️,woman rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2640 FE0F
2169,🚣🏿‍♀,woman rowing boat: dark skin tone,People & Body,person-sport,1F6A3 1F3FF 200D 2640
2170,🏊,person swimming,People & Body,person-sport,1F3CA
2171,🏊🏻,person swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB
2172,🏊🏼,person swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC
2173,🏊🏽,person swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD
2174,🏊🏾,person swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE
2175,🏊🏿,person swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF
2176,🏊‍♂️,man swimming,People & Body,person-sport,1F3CA 200D 2642 FE0F
2177,🏊‍♂,man swimming,People & Body,person-sport,1F3CA 200D 2642
2178,🏊🏻‍♂️,man swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2642 FE0F
2179,🏊🏻‍♂,man swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2642
2180,🏊🏼‍♂️,man swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2642 FE0F
2181,🏊🏼‍♂,man swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2642
2182,🏊🏽‍♂️,man swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2642 FE0F
2183,🏊🏽‍♂,man swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2642
2184,🏊🏾‍♂️,man swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2642 FE0F
2185,🏊🏾‍♂,man swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2642
2186,🏊🏿‍♂️,man swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2642 FE0F
2187,🏊🏿‍♂,man swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2642
2188,🏊‍♀️,woman swimming,People & Body,person-sport,1F3CA 200D 2640 FE0F
2189,🏊‍♀,woman swimming,People & Body,person-sport,1F3CA 200D 2640
2190,🏊🏻‍♀️,woman swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2640 FE0F
2191,🏊🏻‍♀,woman swimming: light skin tone,People & Body,person-sport,1F3CA 1F3FB 200D 2640
2192,🏊🏼‍♀️,woman swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2640 FE0F
2193,🏊🏼‍♀,woman swimming: medium-light skin tone,People & Body,person-sport,1F3CA 1F3FC 200D 2640
2194,🏊🏽‍♀️,woman swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2640 FE0F
2195,🏊🏽‍♀,woman swimming: medium skin tone,People & Body,person-sport,1F3CA 1F3FD 200D 2640
2196,🏊🏾‍♀️,woman swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2640 FE0F
2197,🏊🏾‍♀,woman swimming: medium-dark skin tone,People & Body,person-sport,1F3CA 1F3FE 200D 2640
2198,🏊🏿‍♀️,woman swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2640 FE0F
2199,🏊🏿‍♀,woman swimming: dark skin tone,People & Body,person-sport,1F3CA 1F3FF 200D 2640
2200,⛹️,person bouncing ball,People & Body,person-sport,26F9 FE0F
2201,⛹,person bouncing ball,People & Body,person-sport,26F9
2202,⛹🏻,person bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB
2203,⛹🏼,person bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC
2204,⛹🏽,person bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD
2205,⛹🏾,person bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE
2206,⛹🏿,person bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF
2207,⛹️‍♂️,man bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2642 FE0F
2208,⛹‍♂️,man bouncing ball,People & Body,person-sport,26F9 200D 2642 FE0F
2209,⛹️‍♂,man bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2642
2210,⛹‍♂,man bouncing ball,People & Body,person-sport,26F9 200D 2642
2211,⛹🏻‍♂️,man bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2642 FE0F
2212,⛹🏻‍♂,man bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2642
2213,⛹🏼‍♂️,man bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2642 FE0F
2214,⛹🏼‍♂,man bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2642
2215,⛹🏽‍♂️,man bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2642 FE0F
2216,⛹🏽‍♂,man bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2642
2217,⛹🏾‍♂️,man bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2642 FE0F
2218,⛹🏾‍♂,man bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2642
2219,⛹🏿‍♂️,man bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2642 FE0F
2220,⛹🏿‍♂,man bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2642
2221,⛹️‍♀️,woman bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2640 FE0F
2222,⛹‍♀️,woman bouncing ball,People & Body,person-sport,26F9 200D 2640 FE0F
2223,⛹️‍♀,woman bouncing ball,People & Body,person-sport,26F9 FE0F 200D 2640
2224,⛹‍♀,woman bouncing ball,People & Body,person-sport,26F9 200D 2640
2225,⛹🏻‍♀️,woman bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2640 FE0F
2226,⛹🏻‍♀,woman bouncing ball: light skin tone,People & Body,person-sport,26F9 1F3FB 200D 2640
2227,⛹🏼‍♀️,woman bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2640 FE0F
2228,⛹🏼‍♀,woman bouncing ball: medium-light skin tone,People & Body,person-sport,26F9 1F3FC 200D 2640
2229,⛹🏽‍♀️,woman bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2640 FE0F
2230,⛹🏽‍♀,woman bouncing ball: medium skin tone,People & Body,person-sport,26F9 1F3FD 200D 2640
2231,⛹🏾‍♀️,woman bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2640 FE0F
2232,⛹🏾‍♀,woman bouncing ball: medium-dark skin tone,People & Body,person-sport,26F9 1F3FE 200D 2640
2233,⛹🏿‍♀️,woman bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2640 FE0F
2234,⛹🏿‍♀,woman bouncing ball: dark skin tone,People & Body,person-sport,26F9 1F3FF 200D 2640
2235,🏋️,person lifting weights,People & Body,person-sport,1F3CB FE0F
2236,🏋,person lifting weights,People & Body,person-sport,1F3CB
2237,🏋🏻,person lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB
2238,🏋🏼,person lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC
2239,🏋🏽,person lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD
2240,🏋🏾,person lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE
2241,🏋🏿,person lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF
2242,🏋️‍♂️,man lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2642 FE0F
2243,🏋‍♂️,man lifting weights,People & Body,person-sport,1F3CB 200D 2642 FE0F
2244,🏋️‍♂,man lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2642
2245,🏋‍♂,man lifting weights,People & Body,person-sport,1F3CB 200D 2642
2246,🏋🏻‍♂️,man lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2642 FE0F
2247,🏋🏻‍♂,man lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2642
2248,🏋🏼‍♂️,man lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2642 FE0F
2249,🏋🏼‍♂,man lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2642
2250,🏋🏽‍♂️,man lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2642 FE0F
2251,🏋🏽‍♂,man lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2642
2252,🏋🏾‍♂️,man lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2642 FE0F
2253,🏋🏾‍♂,man lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2642
2254,🏋🏿‍♂️,man lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2642 FE0F
2255,🏋🏿‍♂,man lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2642
2256,🏋️‍♀️,woman lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2640 FE0F
2257,🏋‍♀️,woman lifting weights,People & Body,person-sport,1F3CB 200D 2640 FE0F
2258,🏋️‍♀,woman lifting weights,People & Body,person-sport,1F3CB FE0F 200D 2640
2259,🏋‍♀,woman lifting weights,People & Body,person-sport,1F3CB 200D 2640
2260,🏋🏻‍♀️,woman lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2640 FE0F
2261,🏋🏻‍♀,woman lifting weights: light skin tone,People & Body,person-sport,1F3CB 1F3FB 200D 2640
2262,🏋🏼‍♀️,woman lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2640 FE0F
2263,🏋🏼‍♀,woman lifting weights: medium-light skin tone,People & Body,person-sport,1F3CB 1F3FC 200D 2640
2264,🏋🏽‍♀️,woman lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2640 FE0F
2265,🏋🏽‍♀,woman lifting weights: medium skin tone,People & Body,person-sport,1F3CB 1F3FD 200D 2640
2266,🏋🏾‍♀️,woman lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2640 FE0F
2267,🏋🏾‍♀,woman lifting weights: medium-dark skin tone,People & Body,person-sport,1F3CB 1F3FE 200D 2640
2268,🏋🏿‍♀️,woman lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2640 FE0F
2269,🏋🏿‍♀,woman lifting weights: dark skin tone,People & Body,person-sport,1F3CB 1F3FF 200D 2640
2270,🚴,person biking,People & Body,person-sport,1F6B4
2271,🚴🏻,person biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB
2272,🚴🏼,person biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC
2273,🚴🏽,person biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD
2274,🚴🏾,person biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE
2275,🚴🏿,person biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF
2276,🚴‍♂️,man biking,People & Body,person-sport,1F6B4 200D 2642 FE0F
2277,🚴‍♂,man biking,People & Body,person-sport,1F6B4 200D 2642
2278,🚴🏻‍♂️,man biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2642 FE0F
2279,🚴🏻‍♂,man biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2642
2280,🚴🏼‍♂️,man biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2642 FE0F
2281,🚴🏼‍♂,man biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2642
2282,🚴🏽‍♂️,man biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2642 FE0F
2283,🚴🏽‍♂,man biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2642
2284,🚴🏾‍♂️,man biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2642 FE0F
2285,🚴🏾‍♂,man biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2642
2286,🚴🏿‍♂️,man biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2642 FE0F
2287,🚴🏿‍♂,man biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2642
2288,🚴‍♀️,woman biking,People & Body,person-sport,1F6B4 200D 2640 FE0F
2289,🚴‍♀,woman biking,People & Body,person-sport,1F6B4 200D 2640
2290,🚴🏻‍♀️,woman biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2640 FE0F
2291,🚴🏻‍♀,woman biking: light skin tone,People & Body,person-sport,1F6B4 1F3FB 200D 2640
2292,🚴🏼‍♀️,woman biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2640 FE0F
2293,🚴🏼‍♀,woman biking: medium-light skin tone,People & Body,person-sport,1F6B4 1F3FC 200D 2640
2294,🚴🏽‍♀️,woman biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2640 FE0F
2295,🚴🏽‍♀,woman biking: medium skin tone,People & Body,person-sport,1F6B4 1F3FD 200D 2640
2296,🚴🏾‍♀️,woman biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2640 FE0F
2297,🚴🏾‍♀,woman biking: medium-dark skin tone,People & Body,person-sport,1F6B4 1F3FE 200D 2640
2298,🚴🏿‍♀️,woman biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2640 FE0F
2299,🚴🏿‍♀,woman biking: dark skin tone,People & Body,person-sport,1F6B4 1F3FF 200D 2640
2300,🚵,person mountain biking,People & Body,person-sport,1F6B5
2301,🚵🏻,person mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB
2302,🚵🏼,person mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC
2303,🚵🏽,person mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD
2304,🚵🏾,person mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE
2305,🚵🏿,person mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF
2306,🚵‍♂️,man mountain biking,People & Body,person-sport,1F6B5 200D 2642 FE0F
2307,🚵‍♂,man mountain biking,People & Body,person-sport,1F6B5 200D 2642
2308,🚵🏻‍♂️,man mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2642 FE0F
2309,🚵🏻‍♂,man mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2642
2310,🚵🏼‍♂️,man mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC 200D 2642 FE0F
2311,🚵🏼‍♂,man mountain biking: medium-light skin tone,People & Body,person-sport,1F6B5 1F3FC 200D 2642
2312,🚵🏽‍♂️,man mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD 200D 2642 FE0F
2313,🚵🏽‍♂,man mountain biking: medium skin tone,People & Body,person-sport,1F6B5 1F3FD 200D 2642
2314,🚵🏾‍♂️,man mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE 200D 2642 FE0F
2315,🚵🏾‍♂,man mountain biking: medium-dark skin tone,People & Body,person-sport,1F6B5 1F3FE 200D 2642
2316,🚵🏿‍♂️,man mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF 200D 2642 FE0F
2317,🚵🏿‍♂,man mountain biking: dark skin tone,People & Body,person-sport,1F6B5 1F3FF 200D 2642
2318,🚵‍♀️,woman mountain biking,People & Body,person-sport,1F6B5 200D 2640 FE0F
2319,🚵‍♀,woman mountain biking,People & Body,person-sport,1F6B5 200D 2640
2320,🚵🏻‍♀️,woman mountain biking: light skin tone,People & Body,person-sport,1F6B5 1F3FB 200D 2640 FE0F
